Accepted column numbers are: [0, 2, 3, 4, 5]
nobody/-2/-2//0
root/0/0//0
daemon/1/1//0
_uucp/4/4//0
_taskgated/13/13//0
_networkd/24/24//0
_installassistant/25/25//0
_lp/26/26//0
_postfix/27/27//0
_scsd/31/31//0
_ces/32/32//0
_mcxalr/54/54//0
_appleevents/55/55//0
_geod/56/56//0
_serialnumberd/58/58//0
_devdocs/59/59//0
_sandbox/60/60//0
_mdnsresponder/65/65//0
_ard/67/67//0
_www/70/70//0
_eppc/71/71//0
_cvs/72/72//0
_svn/73/73//0
_mysql/74/74//0
_sshd/75/75//0
_qtss/76/76//0
_cyrus/77/6//0
_mailman/78/78//0
_appserver/79/79//0
_clamav/82/82//0
_amavisd/83/83//0
_jabber/84/84//0
_appowner/87/87//0
_windowserver/88/88//0
_spotlight/89/89//0
_tokend/91/91//0
_securityagent/92/92//0
_calendar/93/93//0
_teamsserver/94/94//0
_update_sharing/95/-2//0
_installer/96/-2//0
_atsserver/97/97//0
_ftp/98/-2//0
_unknown/99/99//0
_softwareupdate/200/200//0
_coreaudiod/202/202//0
_screensaver/203/203//0
_locationd/205/205//0
_trustevaluationagent/208/208//0
_timezone/210/210//0
_lda/211/211//0
_cvmsroot/212/212//0
_usbmuxd/213/213//0
_dovecot/214/6//0
_dpaudio/215/215//0
_postgres/216/216//0
_krbtgt/217/-2//0
_kadmin_admin/218/-2//0
_kadmin_changepw/219/-2//0
_devicemgr/220/220//0
_webauthserver/221/221//0
_netbios/222/222//0
_warmd/224/224//0
_dovenull/227/227//0
_netstatistics/228/228//0
_avbdeviced/229/-2//0
_krb_krbtgt/230/-2//0
_krb_kadmin/231/-2//0
_krb_changepw/232/-2//0
_krb_kerberos/233/-2//0
_krb_anonymous/234/-2//0
_assetcache/235/235//0
_coremediaiod/236/236//0
_xcsbuildagent/237/237//0
_xcscredserver/238/238//0
_launchservicesd/239/239//0
